CÓDIGO;UNIDADE;TÍTULO;ÁREA DE CONHECIMENTO;VINCULAÇÃO;FINANCIADO;PARTICIPAÇÃO;PERÍODO DE VIGÊNCIA
PV0128-2016;FACULDADE DE EDUCAÇÃO FISICA E DANÇA;DETERMINANTES TÁTICAS DA EFICÁCIA DO ATAQUE NO VOLEIBOL MASCULINO DE ALTO NÍVEL DE RENDIMENTO;Ciências da Saúde - Educação Física;Com Grupo de Pesquisa;não;GUSTAVO DE CONTI TEIXEIRA COSTA (DOCENTE - Coordenador), HERBERT UGRINOWITSCH (EXTERNO - Vice-coodernador), LEONARDO RODRIGUES MARTINS (DISCENTE - Colaborador), MARIANA PEREIRA MAIA (DISCENTE - Colaborador);11/04/2016 a 10/04/2019
PI0711-2016;FACULDADE DE NUTRICAO;EFEITOS DA SUPLEMENTAÇÃO AGUDA COM EPIGALOCATEQUINA 3 GALATO (EGCG) SOBRE A MODULAÇÃO DO APETITE EM MULHERES SAUDÁVEIS;Ciências da Saúde - Nutrição;Com Programa de Pós-graduação da UFG;não;ANA CLARA BARRETO MARINI (EXTERNO - Colaborador), BRUNA MELO GIGLIO (EXTERNO - Colaborador), GUSTAVO DUARTE PIMENTEL (DOCENTE - Coordenador), JOAO FELIPE MOTA (DOCENTE - Colaborador), KIM IR SEN SANTOS TEIXEIRA (DOCENTE - Colaborador), RENATA COSTA FERNANDES (EXTERNO - Colaborador), VANESSA ALVES DE ARAUJO (DISCENTE - Colaborador);01/04/2016 a 29/03/2019
PI0728-2016;FACULDADE DE NUTRICAO;EFEITOS DA SUPLEMENTAÇÃO COM WHEY PROTEIN SOBRE A COMPOSIÇÃO CORPORAL E MARCADORES INFLAMATÓRIOS EM MULHERES COM EXCESSO DE PESO ;Ciências da Saúde - Nutrição;Com Programa de Pós-graduação da UFG;não;ALEXANDRE SOARES DA SILVA (DISCENTE - Colaborador), ANA CLARA BARRETO MARINI (EXTERNO - Colaborador), ANA FLÁVIA GALVÃO DA SILVA (DISCENTE - Colaborador), BRUNA MELO GIGLIO (EXTERNO - Colaborador), FABIO SANTOS LIRA (EXTERNO - Colaborador), GUSTAVO DUARTE PIMENTEL (DOCENTE - Coordenador), IEDA CRISTINA DA SILVA FAZANI (DISCENTE - Colaborador), JULIANA DA CUNHA (DOCENTE - Colaborador), RENATA COSTA FERNANDES (EXTERNO - Colaborador), VALESKA INQUES ROCHA DUARTE (DISCENTE - Colaborador), VANESSA ALVES DE ARAUJO (DISCENTE - Colaborador);01/04/2016 a 29/03/2019
PI01440-2016;FACULDADE DE NUTRICAO;EFEITOS DA SUPLEMENTAÇÃO AGUDA COM EPIGALOCATEQUINA 3 GALATO (EGCG) SOBRE A MODULAÇÃO DO APETITE EM MULHERES SAUDÁVEIS;Ciências da Saúde - Nutrição - Dietética;Com Programa de Pós-graduação da UFG;não;ANA CLARA BARRETO MARINI (EXTERNO - Colaborador), BRUNA MELO GIGLIO (EXTERNO - Colaborador), GUSTAVO DUARTE PIMENTEL (DOCENTE - Coordenador), JOAO FELIPE MOTA (DOCENTE - Colaborador), KIM IR SEN SANTOS TEIXEIRA (DOCENTE - Colaborador), RENATA COSTA FERNANDES (EXTERNO - Colaborador), VANESSA ALVES DE ARAUJO (DISCENTE - Colaborador);01/04/2016 a 30/03/2018
PI02037-2016;FACULDADE DE NUTRICAO;EFEITO DO BOCHECHO COM PRODUTOS NUTRICIONAIS CONTENDO CAFEÍNA SOBRE O PERFIL IMUNOMETABÓLICO E DE DESEMPENHO FÍSICO;Ciências da Saúde - Nutrição - Dietética;Com Programa de Pós-graduação da UFG;não;ALEXANDRE CORREIA MARQUES (EXTERNO - Colaborador), ALISON ARAUJO DE DEUS (EXTERNO - Colaborador), ANA CLARA BARRETO MARINI (DISCENTE - Colaborador), BRUNA MELO GIGLIO (DISCENTE - Colaborador), FERNANDA FELÍCIO PEREIRA (DISCENTE - Colaborador), GUSTAVO DUARTE PIMENTEL (DOCENTE - Coordenador), JÉSSICA SANTOS BARBOSA (DISCENTE - Colaborador), JOAO FELIPE MOTA (DOCENTE - Colaborador), MARCELA DE OLIVEIRA QUEIROZ (DISCENTE - Colaborador), NAYRA FIGUEIREDO (DISCENTE - Colaborador), PÂMELLA RIBEIRO CARDOSO (DISCENTE - Colaborador), RONYSON CAMILO SOARES (DISCENTE - Colaborador);01/08/2016 a 14/07/2019
PI02039-2016;FACULDADE DE NUTRICAO;AVALIAÇÃO DA SUPLEMENTAÇÃO DE CREATINA E DA ELETRO ESTIMULAÇÃO NEUROMUSCULAR EM PACIENTES RENAIS EM HEMODIÁLISE;Ciências da Saúde - Nutrição - Dietética;Com Programa de Pós-graduação da UFG;não;ALESSANDRO LAVIANO (EXTERNO - Colaborador), ANA CLARA BARRETO MARINI (DISCENTE - Colaborador), ANA TEREZA VAZ DE SOUZA FREITAS (DOCENTE - Colaborador), BENJAMIN WALL (EXTERNO - Colaborador), BRUNA MELO GIGLIO (DISCENTE - Colaborador), FABIO SANTOS LIRA (EXTERNO - Colaborador), GUSTAVO DUARTE PIMENTEL (DOCENTE - Coordenador), JOAO FELIPE MOTA (DOCENTE - Colaborador), RENATA COSTA FERNANDES (DISCENTE - Colaborador);01/07/2016 a 31/12/2018
PI0799-2016;FACULDADE DE FILOSOFIA;Democracia: entrelaçamento de direitos civis, sociais e políticos;Ciências Humanas - Filosofia - Ética;Com Programa de Pós-graduação da UFG;não;HELENA ESSER DOS REIS (DOCENTE - Coordenador), JOÉZER CARVALHO DE CASTRO (DISCENTE - Colaborador);01/04/2016 a 31/07/2020
PI01991-2016;UNID. ACAD. ESP/CIENCIAS DA SAUDE-JATA;POSIÇÕES ASSUMIDAS DURANTE O PARTO NORMAL: PERCEPÇÃO DE PUÉRPERAS ATENDIDAS NUMA MATERNIDADE DE JATAÍ-GOIÁS;Ciências da Saúde - Enfermagem - Enfermagem Obstétrica;Sem Vínculo (Projeto Isolado);não;ELINE FEITOSA PAIVA (DISCENTE - Colaborador), HELLEN CRISTINA STHAL (DOCENTE - Coordenador);01/09/2016 a 28/02/2018
PI01556-2016;INSTITUTO DE INFORMATICA;A subdivisão de tarefas no balanceamento de carga em uma linha de produção;Engenharias - Engenharia de Produção - Pesquisa Operacional - Programação Linear, Não-Linear, Mista e Dinâmica;Com Programa de Pós-graduação da UFG;não;CARLOS ALEXANDRE XAVIER DA SILVA (DISCENTE - Colaborador), HUMBERTO JOSE LONGO (DOCENTE - Coordenador), LESLIE RICHARD FOULDS (DOCENTE - Vice-coodernador);01/08/2016 a 31/07/2019
PI0713-2016;FACULDADE DE FARMACIA;AVALIAÇÃO DA EFICÁCIA DE CONSERVANTES EM BASES GALÊNICAS UTILIZANDO OS EXTRATOS CONCENTRADOS DE ROSMARINUS OFFICINALIS (ALECRIM), CYMBOPOGON CITRATUS (CAPIM-LIMÃO) E CYMBOPOGON NARDUS (CAPIM CITRONELA);Ciências da Saúde - Farmácia - Análise e Controle de Medicamentos;Com Programa de Pós-graduação da UFG;não;DANIELLE GUIMARAES ALMEIDA DINIZ (DOCENTE - Vice-coodernador), GILBERTO PEREIRA DEGANI FILHO (DISCENTE - Colaborador), IEDA MARIA SAPATEIRO TORRES (DOCENTE - Coordenador), MARIA TERESA FREITAS BARA (DOCENTE - Colaborador), MARÍLIA PEDROSA DE ALMEIDA (DISCENTE - Colaborador);02/05/2016 a 28/02/2019
PI02096-2016;FACULDADE DE FARMACIA;ANÁLISE MICROBIOLÓGICA DA ÁGUA E DE SABONETES DE USO HOSPITALAR EM GOIÂNIA    ;Ciências da Saúde - Farmácia - Análise e Controle de Medicamentos;Sem Vínculo (Projeto Isolado);não;IEDA MARIA SAPATEIRO TORRES (DOCENTE - Coordenador), KAMILA FERNANDES NUNES (DISCENTE - Colaborador), LEILA ABOU SALHA (SERVIDOR - Colaborador), MATHEUS LAVORENTI ROCHA (DOCENTE - Colaborador), SANDRO SANTOS ESTRELA TERRA (DISCENTE - Colaborador);02/05/2016 a 31/07/2018
PI022-2016;UNID. ACAD. ESP/CIENCIAS AGRARIAS-JATA;DETERMINAÇÃO DAS EXIGÊNCIAS ENERGÉTICAS E PROTEICAS PARA O TAMBAQUI (Colossoma macropomum) UTILIZANDO DIFERENTES ABORDAGENS NUTRICIONAIS;Ciências Agrárias - Zootecnia - Nutrição e Alimentação Animal - Exigências Nutricionais dos Animais, Ciências Agrárias - Recursos Pesqueiros e Engenharia de Pesca - Aqüicultura - Piscicultura;Com Programa de Pós-graduação da UFG;não;BRUNO SERGIO MARQUES MAZINI (DISCENTE - Colaborador), CRISTIELLE NUNES SOUTO (DISCENTE - Colaborador), DENISE SILVA DE OLIVEIRA (DOCENTE - Colaborador), GRACIELA PESSOA MARTINS (DISCENTE - Colaborador), GUILHERME WOLFF BUENO (EXTERNO - Colaborador), IGO GOMES GUIMARAES (DOCENTE - Coordenador), LINCOLN NUNES OLIVEIRA (DISCENTE - Vice-coodernador), THIAGO MORAES DE FARIA (DISCENTE - Colaborador);04/01/2016 a 31/12/2019
PI0261-2016;UNID. ACAD. ESP/CIENCIAS AGRARIAS-JATA;ADITIVOS NUTRICIONAIS PODEM AUXILIAR NA RESISTÊNCIA DO TAMBAQUI (COLOSSOMA MACROPOMUM) AO ESTRESSE POR TRANSPORTE?;Ciências Agrárias - Zootecnia - Nutrição e Alimentação Animal - Exigências Nutricionais dos Animais, Ciências Agrárias - Recursos Pesqueiros e Engenharia de Pesca - Aqüicultura - Piscicultura;Com Programa de Pós-graduação da UFG;não;BRUNO SERGIO MARQUES MAZINI (DISCENTE - Vice-coodernador), EMILLY DA SILVA SIQUEIRA (DISCENTE - Colaborador), GRACIELA PESSOA MARTINS (DISCENTE - Colaborador), IGO GOMES GUIMARAES (DOCENTE - Coordenador), JADER ALBERNAZ VIEIRA (DISCENTE - Colaborador), THIAGO MORAES DE FARIA (DISCENTE - Colaborador);15/08/2016 a 05/08/2019
PI01291-2016;ESCOLA DE ENGENHARIA CIVIL E AMBIENTAL;Análise, Comportamento e Dimensionamento de Estruturas;Engenharias - Engenharia Civil - Estruturas - Estruturas de Concreto, Engenharias - Engenharia Civil - Estruturas - Estruturas Metálicas, Ciências Sociais Aplicadas - Arquitetura e Urbanismo - Projeto de Arquitetura e Urbanismo - Planejamento e Projetos da Edificação;Sem Vínculo (Projeto Isolado);não;ARIOVALDO FERNANDES DE ALMEIDA (DOCENTE - Colaborador), CAMILLA PEREIRA (DISCENTE - Colaborador), DANILO BORGES CAVALCANTI (DISCENTE - Colaborador), DAVID REIS CAVALCANTE (DISCENTE - Colaborador), JANES CLEITON ALVES DE OLIVEIRA (DOCENTE - Coordenador), LUCAS FERREIRA VERAS NUNES (DISCENTE - Colaborador), TIAGO RODRIGUES COSTA (DISCENTE - Colaborador), TUANE PEREIRA DA SILVA (DISCENTE - Colaborador);01/03/2016 a 30/09/2019
PV01398-2016;FACULDADE DE EDUCACAO;Renovação, renovadores e a construção do campo educacional em Goiás na primeira metade do século XX;Ciências Humanas - Educação - Fundamentos da Educação - História da Educação;Com Grupo de Pesquisa;não;ANDERSON DE BRITO RODRIGUES (DOCENTE - Vice-coodernador), JAQUELINE VELOSO PORTELA DE ARAUJO (DOCENTE - Coordenador);01/11/2016 a 01/12/2020
PI01811-2016;PRO REITORIA DE GRADUACAO;Museologia e Comunidades;Ciências Sociais Aplicadas - Museologia;Sem Vínculo (Projeto Isolado);não;JEAN TIAGO BAPTISTA (DOCENTE - Coordenador);20/01/2016 a 29/12/2017
PI02355-2016;INSTITUTO DE MATEMATICA E ESTATISTICA;Tópicos em Teoria de Grupos, Álgebras de Lie e outras Classes de Álgebras;Ciências Exatas e da Terra - Matemática - Álgebra;Com Programa de Pós-graduação da UFG;não;JHONE CALDEIRA SILVA (DOCENTE - Coordenador);03/10/2016 a 31/12/2026
PI0610-2016;FACULDADE DE HISTORIA;HISTÓRIA, MEMÓRIA E CIDADE: Culturas, trajetórias de vida e lutas por direitos no Brasil Contemporâneo   ;Ciências Humanas - História - História do Brasil - História do Brasil República;Com Programa de Pós-graduação da UFG;não;FLÁVIA MENDONÇA PEREIRA (DISCENTE - Colaborador), GENI ROSA DUARTE (EXTERNO - Colaborador), JIANI FERNANDO LANGARO (DOCENTE - Coordenador), RÚBEN ALEXANDRE DA SILVA (DISCENTE - Colaborador), THAIS TEIXEIRA DO NASCIMENTO (DISCENTE - Colaborador), TIAGO VECHI DA SILVA E SILVA (DISCENTE - Colaborador);01/07/2016 a 31/08/2020
PI0207-2016;UNID. ACAD. ESP/LETRAS E LINGUISTICA C;HISTÓRIA, POLÍTICA E SOCIEDADE NA FICÇÃO LATINO-AMERICANA  ;Lingüística, Letras e Artes - Letras - Teoria Literária;Com Programa de Pós-graduação da UFG;não;APARECIDA DE FÁTIMA DOS REIS PRADO (DISCENTE - Colaborador), BRENNO FERNANDES SOARES (DISCENTE - Colaborador), DANIELLE RODRIGUES ALVES (DISCENTE - Colaborador), IGOR D'AGUIAR SIQUEIRA DE LEMOS (DISCENTE - Colaborador), JOAO BATISTA CARDOSO (DOCENTE - Coordenador), KLISMAN BORGES PROENCA (DISCENTE - Colaborador), LUIZY APARECIDA FAGUNDES SANTOS (DISCENTE - Colaborador), MARINA DE FATIMA TRINDADE (DISCENTE - Colaborador), NEUSA BATISTA DE MELO (DISCENTE - Colaborador), THAYNARA KAROLINA VAZ DA CRUZ (DISCENTE - Colaborador);04/01/2016 a 04/01/2021
PI02078-2016;FACULDADE DE NUTRICAO;EFEITO DA EPIGALOCATEQUINA-3-GALATO SOBRE AS CONCENTRAÇÕES SÉRICAS DE CARBOXIMETIL LISINA NA INFLAMAÇÃO, RESISTÊNCIA INSULÍNICA E DISFUNÇÃO ENDOTELIAL CAUSADA PELA INGESTÃO AGUDA DE UMA REFEIÇÃO RICA EM PRODUTOS FINAIS DE GLICAÇÃO AVANÇADA;Ciências da Saúde - Nutrição - Dietética;Com Programa de Pós-graduação da UFG;não;ALCIDES CORRÊA DE MORAIS JUNIOR (DISCENTE - Colaborador), GUSTAVO DUARTE PIMENTEL (DOCENTE - Vice-coodernador), JOAO FELIPE MOTA (DOCENTE - Coordenador), RAQUEL MACHADO SCHINCAGLIA (DISCENTE - Colaborador);01/04/2016 a 29/03/2019
PV0528-2016;FACULDADE DE CIÊNCIAS E TECNOLOGIA;Avaliação superficial de pavimentos asfálticos em vias urbanas, utilizando o método PCI (Pavement Condition Index);Engenharias - Engenharia de Transportes;Com Grupo de Pesquisa;não;ANDRESSA DE CARVALHO PIMENTEL (DISCENTE - Colaborador), JOAO PAULO SOUZA SILVA (DOCENTE - Coordenador), ROMULO AUGUSTO MARTINS ALVES GOMES (DISCENTE - Colaborador);21/03/2016 a 21/03/2020
PI0214-2016;UNID. ACAD. ESP/QUIMICA - CATALAO;ESTUDO DE METODOLOGIAS ALTERNATIVAS NO PROCESSO ENSINO-APRENDIZAGEM DE QUÍMICA E BIOQUÍMICA NA EDUCAÇÃO BÁSICA;Ciências Exatas e da Terra - Química;Sem Vínculo (Projeto Isolado);não;JOCELIA PEREIRA DE CARVALHO OLIVEIRA (DOCENTE - Coordenador), JOSÉ GUILHERME MARTINS SIQUEIRA (DISCENTE - Colaborador), NATHALIA SAYURI TATENO (DISCENTE - Colaborador);01/01/2016 a 31/12/2017
PI0304-2016;FACULDADE DE CIÊNCIAS E TECNOLOGIA;USO DE COMPÓSITOS POLIMÉRICOS REFORÇADOS COM FIBRAS COMO ESTRUTURAS PARA INSTALAÇÃO DE PAINÉIS FOTOVOLTAICOS;Engenharias - Engenharia de Materiais e Metalúrgica - Materiais Não-Metálicos - Materiais Conjugados Não-Metálicos;Sem Vínculo (Projeto Isolado);não;ANDRE CONTIN (DOCENTE - Colaborador), JOHN EDWARD NEIRA VILLENA (DOCENTE - Coordenador), JONAS BERTHOLDI (DOCENTE - Colaborador), TIAGO DOS SANTOS ALMEIDA (DOCENTE - Colaborador);30/10/2016 a 29/10/2020
PI0300-2016;FACULDADE DE CIÊNCIAS E TECNOLOGIA;EQUIPAMENTO PARA ENSAIOS DE DESGASTE PINO SOBRE DISCO: PROJETO E ORÇAMENTO;Engenharias - Engenharia de Materiais e Metalúrgica, Engenharias - Engenharia Mecânica;Sem Vínculo (Projeto Isolado);não;ANDRE CONTIN (DOCENTE - Colaborador), JOHN EDWARD NEIRA VILLENA (DOCENTE - Vice-coodernador), JONAS BERTHOLDI (DOCENTE - Coordenador), TIAGO DOS SANTOS ALMEIDA (DOCENTE - Colaborador);01/11/2016 a 31/10/2019
PV02479-2016;FACULDADE DE EDUCACAO;OS SABERES IMPLICADOS NA PRÁTICA DOCENTE E SEU IMPACTO NO PROCESSO DE FORMAÇÃO DO PSICÓLOGO;Ciências Humanas - Psicologia - Psicologia do Ensino e da Aprendizagem - Aprendizagem e Desempenho Acadêmicos;Com Grupo de Pesquisa;não;DEBORA DAMACENA DE ANDRADE (DISCENTE - Colaborador), JORDANA DE CASTRO BALDUINO PARANAHYBA (DOCENTE - Coordenador), NAYARA OLIVEIRA FEITOSA (DISCENTE - Colaborador), RAYANE NEVES SILVA (DISCENTE - Colaborador);01/09/2016 a 31/12/2019
PI090-2016;UNID. ACAD. ESP/CIENCIAS AGRARIAS-JATA;COMPETIÇÃO DE CULTIVARES DE ALFACE AMERICANA EM DIFERENTES AMBIENTES DE CULTIVO;Ciências Agrárias - Agronomia - Fitotecnia - Manejo e Tratos Culturais;Com Programa de Pós-graduação da UFG;não;HILDEU FERREIRA DA ASSUNCAO (DOCENTE - Colaborador), JOSE HORTENCIO MOTA (DOCENTE - Coordenador), LEANDRO FLAVIO CARNEIRO (DOCENTE - Colaborador), LETÍCIA MARTINS DE SOUSA (DISCENTE - Vice-coodernador), PAULO CESAR TIMOSSI (DOCENTE - Colaborador);10/10/2016 a 31/07/2019
PI02719-2016;FACULDADE DE MEDICINA;PERCEPÇÃO, CRENÇAS E ATITUDES FRENTE A DOR EM PACIENTES COM DOR PÉLVICA CRÔNICA EM UM AMBULATÓRIO DA REDE PÚBLICA DE SAÚDE;Ciências da Saúde - Medicina - Clínica Médica - Ginecologia e Obstetrícia;Sem Vínculo (Projeto Isolado);não;DARIO RAFAEL MACEDO DOS REIS (DISCENTE - Colaborador), JAKELINE RESENDE CARVALHO (DISCENTE - Colaborador), JOÃO ELIAS DE GODOI (DISCENTE - Colaborador), JOSE MIGUEL DE DEUS (DOCENTE - Coordenador);02/08/2016 a 30/06/2018
PI0228-2016;FACULDADE DE EDUCACAO;MEMÓRIA E HISTÓRIA: ANÁLISE DOS CONFLITOS SOCIAIS NO ESPAÇO RURAL EM GOIÁS, MATO GROSSO E PARANÁ (PRÉ 1964 E PÓS 1964)MEMÓRIA E HISTÓRIA: ANÁLISE DOS CONFLITOS SOCIAIS NO ESPAÇO RURAL EM GOIÁS, MATO GROSSO E PARANÁ (PRÉ 1964 E PÓS 1964). ;Ciências Humanas - Sociologia - Sociologia Rural;Com Programa de Pós-graduação da UFG;não;AMONE INACIA ALVES (DOCENTE - Vice-coodernador), CAROHLINA ALVES BRAGA (DISCENTE - Colaborador), DENILZA PEREIRA DOS REIS (DISCENTE - Colaborador), JOSE PAULO PIETRAFESA (DOCENTE - Coordenador), JOYCE DE ALMEIDA BORGES (DISCENTE - Colaborador), LETÍCIA MARQUES VELASCO (DISCENTE - Colaborador);01/01/2016 a 31/07/2020
PI03292-2016;FACULDADE DE ODONTOLOGIA;EFEITOS DA EXPANSÃO MAXILAR NAS ESTRUTURAS FACIAIS DE CRIANÇAS COM OBSTRUÇÃO NASO E OROFARÍNGEA;Ciências da Saúde - Odontologia - Ortodontia;Com Programa de Pós-graduação da UFG;não;ANTONIO CARLOS OLIVEIRA RUELLAS (EXTERNO - Colaborador), CAROLINA FERRARI PILONI DE OLIVEIRA (DISCENTE - Colaborador), JOSE VALLADARES NETO (DOCENTE - Coordenador), KARINE EVANGELISTA MARTINS (DISCENTE - Colaborador), LEANDRO ALMEIDA NASCIMENTO BARROS (DISCENTE - Colaborador), LUCIA HELENA SOARES CEVIDANES (EXTERNO - Colaborador), MARIA ALVES GARCIA SANTOS SILVA (DOCENTE - Vice-coodernador);01/01/2016 a 31/03/2021
PI082-2016;PRÓ REITORIA DE PESQUISA E INOVAÇÃO;f3wf hdjflosndçql kjdepioqwj jhfaosnfc ;Ciências Agrárias - Agronomia - Floricultura, Parques e Jardins - Arborização de Vias Públicas;Sem Vínculo (Projeto Isolado);não;JULIANA CARLA DALLA ROSA (DOCENTE - Coordenador);02/02/2016 a 02/02/2022
PI02525-2016;UNID. ACAD. ESP/BIOTECNOLOGIA - CATALA;VALIDAÇÃO CLÍNICA DE DIAGNÓSTICOS DE ENFERMAGEM DA NANDA- I SOBRE DESENVOLVIMENTO INFANTIL.;Ciências da Saúde - Enfermagem - Enfermagem Pediátrica;Sem Vínculo (Projeto Isolado);não;JULIANA MARTINS DE SOUZA (DOCENTE - Coordenador);01/03/2016 a 31/12/2019
PI01576-2016;INSTITUTO DE MATEMATICA E ESTATISTICA;Bifurcações de Ciclos Típicos em Sistemas Não-Suaves Definidos em Duas Zonas;Ciências Exatas e da Terra - Matemática - Geometria e Topologia - Sistemas Dinâmicos;Com Programa de Pós-graduação da UFG;não;EDITH JANETH POTOSÍ ESTRADA (DISCENTE - Colaborador), KAMILA DA SILVA ANDRADE (DOCENTE - Coordenador), LETÍCIA SOUZA CÂNDIDO (DISCENTE - Colaborador);01/07/2016 a 31/07/2021
PI0803-2016;INSTITUTO DE CIENCIAS BIOLOGICAS;Avaliação da atividade antioxidante do extrato de mutamba (Guazuma ulmifolia) no estresse oxidativo em exercícios exaustivos;Ciências Biológicas - Morfologia;Sem Vínculo (Projeto Isolado);não;ANA CRISTINA SILVA REBELO (DOCENTE - Colaborador), AUGUSTO CESAR RIBEIRO FIGUEIREDO (DOCENTE - Colaborador), DANIELA DE MELO E SILVA (DOCENTE - Colaborador), EDSON JOSE BENETTI (DOCENTE - Vice-coodernador), GUILHERME GIAROLA DE ALMEIDA (DISCENTE - Colaborador), HUGO HENRIQUE FERREIRA (SERVIDOR - Colaborador), JOAO PAULO SOUZA NUNES (DISCENTE - Colaborador), KARINA SIMOES (DOCENTE - Coordenador), MATHEUS SANTOS COSTA (DISCENTE - Colaborador), OTAVIO CAVALCANTE BARROS (SERVIDOR - Colaborador), PATRICIA POMME CONFESSORI SARTORATTO (DOCENTE - Colaborador), PAULINNE JUNQUEIRA SILVA ANDRESEN STRINI (DOCENTE - Colaborador), PEDRO HENRIQUE DOS SANTOS DANTAS (DISCENTE - Colaborador), PHÂMELLA NERES DE LIMA (DISCENTE - Colaborador);01/08/2016 a 31/07/2019
PI01408-2016;UNID. ACAD. ESP/LETRAS E LINGUISTICA C;Discurso, tecnologia e(m) Ensino;Lingüística, Letras e Artes - Lingüística - Teoria e Análise Lingüística;Sem Vínculo (Projeto Isolado);não;KARINE RIOS DE OLIVEIRA LEITE (DOCENTE - Coordenador);12/12/2016 a 12/12/2020
PI01103-2016;INSTITUTO DE ESTUDOS SOCIO-AMBIENTAIS;Avaliação de qualidade ambiental do meio físico no entorno das Cachoeiras da Capivara, Santa Bárbara e Candaru;Ciências Exatas e da Terra - Geociências - Geografia Física - Geoecologia;Com Programa de Pós-graduação da UFG;não;ELIZON DIAS NUNES (SERVIDOR - Colaborador), JOÃO VÍTOR SILVA COSTA (DISCENTE - Colaborador), KARLA MARIA SILVA DE FARIA (DOCENTE - Coordenador), LUCAS ESPINDOLA ROSA (SERVIDOR - Colaborador), LUIS FELIPE SOARES CHEREM (DOCENTE - Vice-coodernador), MATHEUS BLEZA SANTOS (DISCENTE - Colaborador), SARA ALVES DOS SANTOS (DISCENTE - Colaborador);01/12/2016 a 27/04/2018
PI01313-2016;INSTITUTO DE ESTUDOS SOCIO-AMBIENTAIS;Avaliação de qualidade ambiental do meio físico no entorno das Cachoeiras da Capivara, Santa Bárbara e Candaru;Ciências Exatas e da Terra - Geociências - Geografia Física - Geoecologia;Com Programa de Pós-graduação da UFG;não;JOÃO VÍTOR SILVA COSTA (DISCENTE - Colaborador), KARLA MARIA SILVA DE FARIA (DOCENTE - Coordenador), LUCAS ESPINDOLA ROSA (SERVIDOR - Colaborador), LUIS FELIPE SOARES CHEREM (DOCENTE - Vice-coodernador), MATHEUS BLEZA SANTOS (DISCENTE - Colaborador), ROSANE BORGES DE OLIVEIRA (DISCENTE - Colaborador), SARA ALVES DOS SANTOS (DISCENTE - Colaborador);30/11/2016 a 10/05/2019
PI0107-2016;INSTITUTO DE CIENCIAS BIOLOGICAS;Extração e caracterização química do amido nos cormos de Trimezia juncifolia (Klatt) Benth & Hook;Ciências Biológicas - Bioquímica - Química de Macromoléculas - Glicídeos;Com Programa de Pós-graduação da UFG;não;KATIA FLAVIA FERNANDES SILVA (DOCENTE - Coordenador), LUCIANO MORAIS LIAO (DOCENTE - Colaborador), MOEMY GOMES DE MORAES (DOCENTE - Colaborador), VIVIANE OVIDIO DE ALMEIDA (DISCENTE - Colaborador);01/03/2016 a 29/02/2020
PI0110-2016;INSTITUTO DE CIENCIAS BIOLOGICAS;Estudo de peptídeos com atividade biológica em fava (Vicia faba);Ciências Biológicas - Bioquímica - Química de Macromoléculas - Proteínas;Com Programa de Pós-graduação da UFG;não;BRUNA RODRIGUES MOREIRA (EXTERNO - Colaborador), KARLA DE ALELUIA BATISTA (EXTERNO - Vice-coodernador), KATIA FLAVIA FERNANDES SILVA (DOCENTE - Coordenador), RENATA BORGES ARAUJO (DISCENTE - Colaborador);01/06/2016 a 31/05/2018
PI0174-2016;FACULDADE DE FARMACIA;SOROPREVALÊNCIA PARA HIV-1/2 EM INDIVÍDUOS EM SITUAÇÃO DE RUA EM GOIÂNIA, GOIÁS.;Ciências da Saúde - Saúde Coletiva - Epidemiologia;Sem Vínculo (Projeto Isolado);não;KEILA CORREIA DE ALCANTARA (DOCENTE - Coordenador), PEDRO PEREIRA BARROSO NETO (DISCENTE - Colaborador), POLYNE MESQUITA FERNANDES (DISCENTE - Colaborador);13/11/2016 a 03/11/2018
PI01173-2016;UAE REJ ESPECIAL DE EDUCAÇÃO;O TRABALHO DOCENTE NA EDUCAÇÃO INFANTIL   NO CONTEXTO DA ESCOLA RURAL   ;Ciências Humanas - Educação;Com Programa de Pós-graduação da UFG;não;LAIS LENI OLIVEIRA LIMA (DOCENTE - Coordenador), VANIA RAMOS RODRIGUES (DISCENTE - Colaborador);14/03/2016 a 14/12/2017
PI0975-2016;INSTITUTO DE ESTUDOS SOCIO-AMBIENTAIS;ACESSIBILIDADE URBANA E O ENSINO DE GEOGRAFIA: CONSTRUINDO CONCEPÇÕES DE ALUNOS DO ENSINO MÉDIO EMIPORÁ-GOIÁS SOBRE A CIDADE ;Ciências Humanas - Geografia - Geografia Humana - Geografia Urbana;Com Programa de Pós-graduação da UFG;não;EDNA MARIA FERREIRA DE ALMEIDA (DISCENTE - Vice-coodernador), LANA DE SOUZA CAVALCANTI (DOCENTE - Coordenador);31/01/2016 a 31/12/2017
